C_gbcode,C_source,N_pinyin,N_local,H,A,change,P,fromdate,todate
210803,CT,Yingkou: Xishi qu,Yingkou: Xishi qu,3,2,,0,19820101,19831231
210803,GB,Yingkou: Xishi qu,Yingkou: Xishi qu,3,2,,0,19840101,19941231
210804,GB,Yingkou: Bayuquan qu,Yingkou: Bayuquan qu,3,2,C,0,19860101,19941231
210811,CT,Yingkou: Jiaoqu,Yingkou: Jiaoqu,3,2,,0,19820101,19831231
210811,GB,Yingkou: Laobian qu,Yingkou: Laobian qu,3,2,N,0,19850101,19941231
210811,GB,Yingkou: Jiaoqu,Yingkou: Jiaoqu,3,2,,0,19840101,19841231
210812,CT,Yingkou: Bayuquan qu,Yingkou: Bayuquan qu,3,2,,0,19820101,19831231
210812,GB,Yingkou: Bayuquan qu,Yingkou: Bayuquan qu,3,2,,0,19840101,19851231
210820,GB,Yingkou shiqu,Yingkou shiqu,3,1,,0,19820101,19831231
210821,GB,Yingkou,Yingkou,3,5,,0,19820101,19921102
210822,GB,Panshan,Panshan,3,5,,0,19820101,19840604
210823,GB,Dawa,Dawa,3,5,,0,19820101,19840604
210824,GB,Gai xian,Gai xian,3,5,,0,19820101,19921102
210881,GB,Gaizhou shi,Gaizhou shi,9,3,CNHA,0,19921103,19941231
210882,GB,Dashiqiao shi,Dashiqiao shi,9,3,CNHA,0,19921103,19941231
210900,GB,Fuxin shi,Fuxin shi,0,0,,3,19820101,19941231
210901,CT,Fuxin shixiaqu,Fuxin shixiaqu,3,1,C,0,19820101,19831231
210901,GB,Fuxin shixiaqu,Fuxin shixiaqu,3,1,C,0,19840101,19941231
210902,CT,Fuxin: Haizhou qu,Fuxin: Haizhou qu,3,2,,0,19820101,19831231
210902,GB,Fuxin: Haizhou qu,Fuxin: Haizhou qu,3,2,,0,19840101,19941231
210903,CT,Fuxin: Xinqiu qu,Fuxin: Xinqiu qu,3,2,,0,19820101,19831231
210903,GB,Fuxin: Xinqiu qu,Fuxin: Xinqiu qu,3,2,,0,19840101,19941231
210904,CT,Fuxin: Taiping qu,Fuxin: Taiping qu,3,2,,0,19820101,19831231
210904,GB,Fuxin: Taiping qu,Fuxin: Taiping qu,3,2,,0,19840101,19941231
210905,CT,Fuxin: Qinghemen qu,Fuxin: Qinghemen qu,3,2,,0,19820101,19831231
210905,GB,Fuxin: Qinghemen qu,Fuxin: Qinghemen qu,3,2,,0,19840101,19941231
210911,CT,Fuxin: Jiaoqu,Fuxin: Jiaoqu,3,2,,0,19820101,19831231
210911,GB,Fuxin: Xihe qu,Fuxin: Xihe qu,3,2,N,0,19850101,19941231
210911,GB,Fuxin: Jiaoqu,Fuxin: Jiaoqu,3,2,,0,19840101,19841231
210920,GB,Fuxin shiqu,Fuxin shiqu,3,1,,0,19820101,19831231
210921,GB,Fuxin Mongolzu zizhixian,Fuxin Mongolzu zizhixian,3,6,,0,19820101,19941231
210922,GB,Zhangwu,Zhangwu,3,5,,0,19820101,19941231
211000,GB,Liaoyang shi,Liaoyang shi,0,0,,3,19820101,19941231
211001,CT,Liaoyang shixiaqu,Liaoyang shixiaqu,3,1,C,0,19820101,19831231
211001,GB,Liaoyang shixiaqu,Liaoyang shixiaqu,3,1,C,0,19840101,19941231
211002,CT,Liaoyang: Baita qu,Liaoyang: Baita qu,3,2,,0,19820101,19831231
211002,GB,Liaoyang: Baita qu,Liaoyang: Baita qu,3,2,,0,19840101,19941231
211003,CT,Liaoyang: Wensheng qu,Liaoyang: Wensheng qu,3,2,,0,19820101,19831231
211003,GB,Liaoyang: Wensheng qu,Liaoyang: Wensheng qu,3,2,,0,19840101,19941231
211004,CT,Liaoyang: Hongwei qu,Liaoyang: Hongwei qu,3,2,,0,19820101,19831231
211004,GB,Liaoyang: Hongwei qu,Liaoyang: Hongwei qu,3,2,,0,19840101,19941231
211005,GB,Liaoyang: Gongchangling qu,Liaoyang: Gongchangling qu,3,2,,0,19840101,19941231
211011,CT,Liaoyang: Jiaoqu,Liaoyang: Jiaoqu,3,2,,0,19820101,19831231
211011,GB,Liaoyang: Taizihe qu,Liaoyang: Taizihe qu,3,2,N,0,19850101,19941231
211011,GB,Liaoyang: Jiaoqu,Liaoyang: Jiaoqu,3,2,,0,19840101,19841231
211020,GB,Liaoyang shiqu,Liaoyang shiqu,3,1,,0,19820101,19831231
211021,GB,Liaoyang,Liaoyang,3,5,,0,19820101,19941231
211022,GB,Dengta,Dengta,3,5,,0,19820101,19941231
211100,GB,Panjin shi,Panjin shi,0,0,CNHA,3,19840605,19941231
211101,GB,Panjin shixiaqu,Panjin shixiaqu,3,1,T,0,19861105,19941231
211101,GB,Panjin shixiaqu,Panjin shixiaqu,3,1,,0,19840605,19861104
211102,GB,Panjin: Panshan qu,Panjin: Panshan qu,3,2,,0,19840605,19861104
211102,GB,Panjin: Shuangtaizi qu,Panjin: Shuangtaizi qu,3,2,N,0,19861105,19941231
211103,GB,Panjin: Xinglongtai qu,Panjin: Xinglongtai qu,3,2,,0,19840605,19941231
211111,GB,Panjin: Jiaoqu,Panjin: Jiaoqu,3,2,,0,19840605,19861104
211121,GB,Dawa,Dawa,3,5,CH,0,19840605,19941231
211122,GB,Panshan,Panshan,3,5,CNA,0,19861105,19941231
211200,GB,Tieling shi,Tieling shi,0,0,CHAT,3,19840630,19921211
211200,GB,Tieling shi,Tieling shi,0,0,T,3,19921212,19941231
211201,GB,Tieling shixiaqu,Tieling shixiaqu,3,1,,0,19840630,19860911
211201,GB,Tieling shixiaqu,Tieling shixiaqu,3,1,T,0,19860912,19941231
211202,GB,Tieling: Yinzhou qu,Tieling: Yinzhou qu,3,2,,0,19840630,19941231
211203,GB,Tieling: Tiefa qu,Tieling: Tiefa qu,3,2,CHA,0,19840630,19860911
211204,GB,Tieling: Qinghe qu,Tieling: Qinghe qu,3,2,,0,19840630,19941231
211221,GB,Tieling,Tieling,3,5,CH,0,19840630,19941231
211222,GB,Kaiyuan,Kaiyuan,3,5,CH,0,19840630,19881226
211223,GB,Xifeng,Xifeng,3,5,CH,0,19840630,19941231
211224,GB,Changtu,Changtu,3,5,CH,0,19840630,19941231
211225,GB,Kangping,Kangping,3,5,CH,0,19840630,19921211
211226,GB,Faku,Faku,3,5,CH,0,19840630,19921211
211281,GB,Tiefa shi,Tiefa shi,9,3,C,0,19910101,19941231
211282,GB,Kaiyuan shi,Kaiyuan shi,9,3,C,0,19910101,19941231
211300,GB,Chaoyang shi,Chaoyang shi,0,0,T,3,19890612,19941231
211300,GB,Chaoyang shi,Chaoyang shi,0,0,CHAT,3,19840630,19890611
211301,GB,Chaoyang shixiaqu,Chaoyang shixiaqu,3,1,,0,19840630,19941231
211302,GB,Chaoyang: Shuangta qu,Chaoyang: Shuangta qu,3,2,,0,19840630,19941231
211303,GB,Chaoyang: Longcheng qu,Chaoyang: Longcheng qu,3,2,,0,19840630,19941231
211319,GB,Beipiao shi,Beipiao shi,9,3,CHA,9,19850117,19871231
211321,GB,Chaoyang,Chaoyang,3,5,CH,0,19840630,19941231
211322,GB,Jianping,Jianping,3,5,CH,0,19840630,19941231
211323,GB,Lingyuan,Lingyuan,3,5,CH,0,19840630,19911220
211324,GB,Kalaqin zuoyi Mongolzu zizhixian,Kalaqin zuoyi Mongolzu zizhixian,3,6,CH,0,19840630,19941231
211325,GB,Jianchang,Jianchang,3,5,CH,0,19840630,19890611
211326,GB,Beipiao,Beipiao,3,5,CH,0,19840630,19850116
211381,GB,Beipiao shi,Beipiao shi,9,3,C,0,19910101,19941231
211382,GB,Lingyuan shi,Lingyuan shi,9,3,CHA,0,19911221,19941231
211400,GB,Jinxi shi,Jinxi shi,0,0,CAT,3,19890612,19940919
211400,GB,Huludao shi,Huludao shi,0,0,N,3,19940920,19941231
211401,GB,Jinxi shixiaqu,Jinxi shixiaqu,3,1,,0,19890612,19941231
211402,GB,Jinxi: Lianshan qu,Jinxi: Lianshan qu,3,2,,0,19890612,19941231
211403,GB,Jinxi: Longgang qu,Jinxi: Longgang qu,3,2,N,0,19940920,19941231
211403,GB,Jinxi: Huludao qu,Jinxi: Huludao qu,3,2,CH,0,19890612,19940919
211404,GB,Jinxi: Nanpiao qu,Jinxi: Nanpiao qu,3,2,CH,0,19890612,19941231
211421,GB,Suizhong,Suizhong,3,5,CH,0,19890612,19941231
211422,GB,Jianchang,Jianchang,3,5,CH,0,19890612,19941231
211481,GB,Xingcheng shi,Xingcheng shi,9,3,C,0,19910101,19941231
212100,GB,Tieling diqu,Tieling diqu,0,0,,6,19820101,19840629
212101,GB,Tieling shi,Tieling shi,6,3,,0,19820101,19840629
212102,GB,Tiefa shi,Tiefa shi,6,3,,0,19820101,19840629
212121,GB,Tieling,Tieling,6,5,,0,19820101,19840629
212122,GB,Kaiyuan,Kaiyuan,6,5,,0,19820101,19840629
212123,GB,Xifeng,Xifeng,6,5,,0,19820101,19840629
212124,GB,Changtu,Changtu,6,5,,0,19820101,19840629
212125,GB,Kangping,Kangping,6,5,,0,19820101,19840629
212126,GB,Faku,Faku,6,5,,0,19820101,19840629
212200,GB,Chaoyang diqu,Chaoyang diqu,0,0,,6,19820101,19840629
212201,GB,Chaoyang shi,Chaoyang shi,6,3,,0,19820101,19840629
212221,GB,Chaoyang,Chaoyang,6,5,,0,19820101,19840629
212222,GB,Jianping,Jianping,6,5,,0,19820101,19840629
212223,GB,Lingyuan,Lingyuan,6,5,,0,19820101,19840629
212224,GB,Kalaqin zuoyi Mongolzu zizhixian,Kalaqin zuoyi Mongolzu zizhixian,6,6,,0,19820101,19840629
212225,GB,Jianchang,Jianchang,6,5,,0,19820101,19840629
212226,GB,Beipiao,Beipiao,6,5,,0,19820101,19840629
219001,GB,Wafangdian shi,Wafangdian shi,9,3,C,9,19880101,19901231
219002,GB,Haicheng shi,Haicheng shi,9,3,C,9,19880101,19901231
219003,GB,Jinxi shi,Jinxi shi,9,3,C,9,19880101,19890611
219004,GB,Xingcheng shi,Xingcheng shi,9,3,CHA,9,19861213,19901231
219005,GB,Tiefa shi,Tiefa shi,9,3,CHA,9,19860912,19901231
219006,GB,Beipiao shi,Beipiao shi,9,3,C,9,19880101,19901231
219007,GB,Kaiyuan shi,Kaiyuan shi,9,3,CHA,9,19881227,19901231
220100,GB,Changchun shi,Changchun shi,0,0,,2,19820101,19820801
220100,GB,Changchun shi,Changchun shi,0,0,T,2,19820802,19830829
220100,GB,Changchun shi,Changchun shi,0,0,T,2,19830830,19941231
220101,GB,Changchun shixiaqu,Changchun shixiaqu,2,1,C,0,19840101,19941231
220102,CT,Changchun: Nanguang qu,Changchun: Nanguang qu,2,2,,0,19820101,19831231
220102,GB,Changchun: Nanguang qu,Changchun: Nanguang qu,2,2,,0,19840101,19941231
220103,CT,Changchun: Kuancheng qu,Changchun: Kuancheng qu,2,2,,0,19820101,19831231
220103,GB,Changchun: Kuancheng qu,Changchun: Kuancheng qu,2,2,,0,19840101,19941231
220104,CT,Changchun: Chaoyang qu,Changchun: Chaoyang qu,2,2,,0,19820101,19831231
220104,GB,Changchun: Chaoyang qu,Changchun: Chaoyang qu,2,2,,0,19840101,19941231
220105,CT,Changchun: Erdaohezi qu,Changchun: Erdaohezi qu,2,2,,0,19820101,19831231
220105,GB,Changchun: Erdaohezi qu,Changchun: Erdaohezi qu,2,2,,0,19840101,19941231
220111,CT,Changchun: Jiaoqu,Changchun: Jiaoqu,2,2,,0,19820101,19831231
220111,GB,Changchun: Jiaoqu,Changchun: Jiaoqu,2,2,,0,19840101,19941231
220120,GB,Changchun shiqu,Changchun shiqu,2,1,,0,19820101,19831231
220121,GB,Yushu,Yushu,2,5,H,0,19830930,19901225
220121,GB,Yushu,Yushu,2,5,,0,19820101,19820801
220121,GB,Yushu,Yushu,6,5,H,0,19820802,19830929
220122,GB,Nong`an,Nong`an,2,5,,0,19820101,19820801
220122,GB,Nong`an,Nong`an,6,5,H,0,19820802,19830829
220122,GB,Nong`an,Nong`an,2,5,H,0,19830830,19941231
220123,GB,Jiutai,Jiutai,6,5,H,0,19820802,19830829
220123,GB,Jiutai,Jiutai,2,5,H,0,19830830,19880829
220123,GB,Jiutai,Jiutai,2,5,,0,19820101,19820801
220124,GB,Dehui,Dehui,6,5,H,0,19820802,19830829
220124,GB,Dehui,Dehui,2,5,H,0,19830830,19940705
220124,GB,Dehui,Dehui,2,5,,0,19820101,19820801
220125,GB,Shuangyang,Shuangyang,2,5,,0,19820101,19820801
220125,GB,Shuangyang,Shuangyang,6,5,H,0,19820802,19830829
220125,GB,Shuangyang,Shuangyang,2,5,H,0,19830830,19941231
220181,GB,Jiutai shi,Jiutai shi,9,3,C,0,19910101,19941231
220182,GB,Yushu shi,Yushu shi,9,3,CHA,0,19901226,19941231
220183,CM,Dehui shi,Dehui shi,9,3,CHA,0,19940706,19941231
220200,GB,Jilin shi,Jilin shi,0,0,,3,19820101,19820801
220200,GB,Jilin shi,Jilin shi,0,0,T,5,19820802,19830829
220200,GB,Jilin shi,Jilin shi,0,0,T,3,19830830,19941231
220201,GB,Jilin shixiaqu,Jilin shixiaqu,3,1,C,0,19840101,19941231
220202,CT,Jilin: Changyi qu,Jilin: Changyi qu,3,2,,0,19820101,19831231
220202,GB,Jilin: Changyi qu,Jilin: Changyi qu,3,2,,0,19840101,19941231
220203,CT,Jilin: Longtan qu,Jilin: Longtan qu,3,2,,0,19820101,19831231
220203,GB,Jilin: Longtan qu,Jilin: Longtan qu,3,2,,0,19840101,19941231
220204,CT,Jilin: Chuanying qu,Jilin: Chuanying qu,3,2,,0,19820101,19831231
220204,GB,Jilin: Chuanying qu,Jilin: Chuanying qu,3,2,,0,19840101,19941231
220205,GB,Jilin: Fengman qu,Jilin: Fengman qu,3,2,CN,0,19920210,19941231
220211,CT,Jilin: Jiaoqu,Jilin: Jiaoqu,3,2,,0,19820101,19831231
220211,GB,Jilin: Jiaoqu,Jilin: Jiaoqu,3,2,,0,19840101,19920209
220220,GB,Jilin shiqu,Jilin shiqu,3,1,,0,19820101,19831231
220221,GB,Yongji,Yongji,3,5,H,0,19830830,19941231
220221,GB,Yongji,Yongji,3,5,,0,19820101,19820801
220221,GB,Yongji,Yongji,6,5,H,0,19820802,19830829
220222,GB,Shulan,Shulan,6,5,H,0,19820802,19830829
220222,GB,Shulan,Shulan,3,5,H,0,19830830,19921007
220222,GB,Shulan,Shulan,3,5,,0,19820101,19820801
220223,GB,Panshi,Panshi,3,5,,0,19820101,19820801
220223,GB,Panshi,Panshi,3,5,H,0,19830830,19941231
220223,GB,Panshi,Panshi,6,5,H,0,19820802,19830829
220224,GB,Jiaohe,Jiaohe,3,5,H,0,19830830,19890814
220224,GB,Jiaohe,Jiaohe,3,5,,0,19820101,19820801
220224,GB,Jiaohe,Jiaohe,6,5,H,0,19820802,19830829
220225,GB,Huadian,Huadian,3,5,,0,19820101,19820801
220225,GB,Huadian,Huadian,3,5,H,0,19830830,19880524
220225,GB,Huadian,Huadian,6,5,H,0,19820802,19830829
220281,GB,Jiaohe shi,Jiaohe shi,9,3,CHA,0,19890815,19941231
220282,GB,Huadian shi,Huadian shi,9,3,C,0,19910101,19941231
220283,GB,Shulan shi,Shulan shi,9,3,CHA,0,19921008,19941231
220300,GB,Siping shi,Siping shi,0,0,CHAT,3,19830830,19850203
220300,GB,Siping shi,Siping shi,0,0,T,3,19850204,19851218
220300,GB,Siping shi,Siping shi,0,0,T,3,19851219,19941231
220301,GB,Siping shixiaqu,Siping shixiaqu,3,1,,0,19830830,19941231
220302,GB,Siping: Tiexi qu,Siping: Tiexi qu,3,2,,0,19830830,19941231
220303,GB,Siping: Tiedong qu,Siping: Tiedong qu,3,2,,0,19830830,19941231
220319,GB,Gongzhuling shi,Gongzhuling shi,9,3,AT,9,19851219,19871231
220321,GB,Huaide,Huaide,3,5,CH,0,19830830,19850203
220322,GB,Lishu,Lishu,3,5,CH,0,19830830,19941231
220323,GB,Yitong,Yitong,3,5,C,0,19851219,19880829
220323,GB,Yitong,Yitong,3,5,CH,0,19830830,19850203
220323,GB,Yitong Manzu zizhixian,Yitong Manzu zizhixian,3,6,A,0,19880830,19941231
220324,GB,Shuangliao,Shuangliao,3,5,CH,0,19830830,19941231
220381,GB,Gongzhuling shi,Gongzhuling shi,9,3,C,0,19910101,19941231
220400,GB,Liaoyuan shi,Liaoyuan shi,0,0,C,3,19840101,19941231
220400,GB,Liaoyuan shi,Liaoyuan shi,0,0,CT,3,19830830,19831231
220401,GB,Liaoyuan shixiaqu,Liaoyuan shixiaqu,3,1,,0,19830830,19831007
220401,GB,Liaoyuan shixiaqu,Liaoyuan shixiaqu,3,1,T,0,19831008,19941231
220402,GB,Liaoyuan: Longshan qu,Liaoyuan: Longshan qu,3,2,,0,19830830,19941231
220403,GB,Liaoyuan: Xi`an qu,Liaoyuan: Xi`an qu,3,2,,0,19830830,19941231
220421,GB,Dongfeng,Dongfeng,3,5,CH,0,19830830,19941231
220422,GB,Dongliao,Dongliao,3,5,,0,19831008,19941231
220500,GB,Tonghua shi,Tonghua shi,0,0,CHAT,3,19850204,19851218
220500,GB,Tonghua shi,Tonghua shi,0,0,T,3,19851219,19941231
220501,GB,Tonghua shixiaqu,Tonghua shixiaqu,3,1,,0,19850204,19941231
220502,GB,Tonghua: Dongchang qu,Tonghua: Dongchang qu,3,2,,0,19860908,19941231
220503,GB,Tonghua: Erdaojiang qu,Tonghua: Erdaojiang qu,3,2,,0,19860908,19941231
220519,GB,Meihekou shi,Meihekou shi,9,3,HAT,9,19851219,19871231
220521,GB,Tonghua,Tonghua,3,5,CH,0,19850204,19941231
220522,GB,Ji`an,Ji`an,3,5,CH,0,19850204,19880315
220523,GB,Huinan,Huinan,3,5,H,0,19851219,19941231
220524,GB,Liuhe,Liuhe,3,5,H,0,19851219,19941231
220581,GB,Meihekou shi,Meihekou shi,9,3,C,0,19910101,19941231
220582,GB,Ji`an shi,Ji`an shi,9,3,C,0,19910101,19941231
220600,GB,Baicheng shi,Baicheng shi,0,0,N,3,19940131,19941231
220600,GB,Hunjiang shi,Hunjiang shi,0,0,CHAT,3,19850204,19940130
220601,GB,Hunjiang shixiaqu,Hunjiang shixiaqu,3,1,,0,19850204,19920831
220601,GB,Hunjiang shixiaqu,Hunjiang shixiaqu,3,1,T,0,19920901,19940130
220601,GB,Baicheng shixiaqu,Baicheng shixiaqu,3,1,,0,19940131,19941231
220602,GB,Hunjiang: Badaojiang qu,Hunjiang: Badaojiang qu,3,2,,0,19860908,19940130
220602,GB,Baicheng: Badaojiang qu,Baicheng: Badaojiang qu,3,2,,0,19940131,19941231
220603,GB,Hunjiang: Sanchazi qu,Hunjiang: Sanchazi qu,3,2,,0,19860908,19940130
220603,GB,Baicheng: Sanchazi qu,Baicheng: Sanchazi qu,3,2,,0,19940131,19941231
220604,GB,Hunjiang: Linjiang qu,Hunjiang: Linjiang qu,3,2,,0,19860908,19920831
220621,GB,Fusong,Fusong,3,5,CH,0,19850204,19941231
220622,GB,Jingyu,Jingyu,3,5,CH,0,19850204,19941231
220623,GB,Changbai Chaoxianzu zizhixian,Changbai Chaoxianzu zizhixian,3,6,CH,0,19850204,19941231
220624,CM,Linjiang,Linjiang,3,5,CHA,0,19920901,19931127
220681,CM,Linjiang shi,Linjiang shi,9,3,CHA,0,19931128,19941231
220700,GB,Songyuan shi,Songyuan shi,0,0,CNHAT,3,19920606,19941231
220700,CT,Gongjuling shi,Gongjuling shi,0,0,CNHAT,3,19850204,19851218
220701,GB,Songyuan shixiaqu,Songyuan shixiaqu,3,1,,0,19920606,19941231
220701,CT,Gongjuling shiqu,Gongzhuling shiqu,3,10,,0,19850204,19851218
220702,GB,Songyuan: Fuyu qu,Songyuan: Fuyu qu,3,2,CHA,0,19920606,19941231
220721,GB,Changling,Changling,3,5,CH,0,19920606,19941231
220721,CT,Yitong,Yitong,3,5,H,0,19850204,19851218
220722,GB,Qianguo`er luosi mengguzu zizhixian,Qian Gorlos Mongolzu zizhixian,3,6,CH,0,19920606,19941231
220723,GB,Qian`an,Qian`an,3,5,CH,0,19920606,19941231
220800,GB,Baicheng shi,Baicheng shi,0,0,CHAT,3,19930614,19941231
220800,CT,Meihekou shi,Meihekou shi,0,0,CHANT,3,19850204,19851218
220801,GB,Baicheng shixiaqu,Baicheng shixiaqu,3,1,,0,19930614,19941231
220801,CT,Meihekou shiqu,Meihekou shiqu,3,10,,0,19850204,19851218
220802,GB,Baicheng: Taobei qu,Baicheng: Taobei qu,3,2,,0,19930614,19941231
220821,CT,Huinan,Huinan,3,5,CH,0,19850204,19851218
220821,GB,Zhenlai,Zhenlai,3,5,CH,0,19930614,19941231
220822,CT,Liuhe,Liuhe,3,5,CH,0,19850204,19851218
220822,GB,Tongyu,Tongyu,3,5,CH,0,19930614,19941231
220881,GB,Tao`nan shi,Tao`nan shi,9,3,CH,0,19930614,19941231
220882,GB,Da`an shi,Da`an shi,9,3,CH,0,19930614,19941231
222100,GB,Siping diqu,Siping diqu,0,0,,6,19820101,19830829
222101,GB,Siping shi,Siping shi,6,3,,0,19820101,19830829
222102,GB,Liaoyuan shi,Liaoyuan shi,0,0,,5,19820101,19830829
222121,GB,Huaide,Huaide,6,5,,0,19820101,19830829
222122,GB,Lishu,Lishu,6,5,,0,19820101,19830829
222123,GB,Yitong,Yitong,6,5,,0,19820101,19830829
222124,GB,Dongfeng,Dongfeng,6,5,,0,19820101,19830829
222125,GB,Shuangliao,Shuangliao,6,5,,0,19820101,19830829
222200,GB,Tonghua diqu,Tonghua diqu,0,0,,6,19820101,19850203
222201,GB,Tonghua shi,Tonghua shi,6,5,,0,19820101,19850203
222202,GB,Hunjiang shi,Hunjiang shi,6,5,,0,19820101,19850203
222221,GB,Hailong,Hailong,6,5,,0,19820101,19850203
222222,GB,Tonghua,Tonghua,6,5,,0,19820101,19850203
222223,GB,Liuhe,Liuhe,6,5,,0,19820101,19850203
222224,GB,Huinan,Huinan,6,5,,0,19820101,19850203
222225,GB,Ji`an,Ji`an,6,5,,0,19820101,19850203
222226,GB,Fusong,Fusong,6,5,,0,19820101,19850203
222227,GB,Jingyu,Jingyu,6,5,,0,19820101,19850203
222228,GB,Changbai Chaoxianzu zizhixian,Changbai Chaoxianzu zizhixian,6,6,,0,19820101,19850203
222300,GB,Baicheng diqu,Baicheng diqu,0,0,,6,19820101,19920605
222300,GB,Baicheng diqu,Baicheng diqu,0,0,T,6,19920606,19930613
222301,GB,Baicheng shi,Baicheng shi,6,3,,0,19820101,19930613
222302,GB,Tao`nan shi,Tao`nan shi,6,3,CNA,0,19870521,19930613
222303,GB,Fuyu shi,Fuyu shi,6,3,CA,0,19871007,19920605
222304,GB,Da`an shi,Da`an shi,6,3,CA,0,19880830,19930613
222321,GB,Fuyu,Fuyu,6,5,,0,19820101,19871006
222322,GB,Tao`an,Tao`an,6,5,,0,19820101,19870520
222323,GB,Changling,Changling,6,5,,0,19820101,19920605
222324,GB,Qianguo`erluosi mengguzu zizhixian,Qian Gorlos Mongolzu zizhixian,6,6,,0,19820101,19920605
222325,GB,Da`an,Da`an,6,5,,0,19820101,19880829
222326,GB,Zhenlai,Zhenlai,6,5,,0,19820101,19930613
222327,GB,Tongyu,Tongyu,6,5,,0,19820101,19930613
222328,GB,Qian`an,Qian`an,6,5,,0,19820101,19920605
222400,GB,Yanbian Chaoxianzu zizhizhou,Yanbian Chaoxianzu zizhizhou,0,0,,7,19820101,19941231
222401,GB,Yanji shi,Yanji shi,7,3,,0,19820101,19941231
222402,GB,Tumen shi,Tumen shi,7,3,,0,19820101,19941231
222403,GB,Dunhua shi,Dunhua shi,7,3,CA,0,19850211,19941231
222404,GB,Hunchun shi,Hunchun shi,7,3,CA,0,19880525,19941231
222405,GB,Longjing shi,Longjing shi,7,3,CA,0,19880525,19941231
222406,GB,Helong shi,Helong shi,7,3,CA,0,19930705,19941231
222421,GB,Longjing,Longjing,7,5,N,0,19830324,19880524
222421,GB,Yanji,Yanji,7,5,,0,19820101,19830323
222422,GB,Dunhua,Dunhua,7,5,,0,19820101,19850210
222423,GB,Helong,Helong,7,5,,0,19820101,19930704
222424,GB,Wangqing,Wangqing,7,5,,0,19820101,19941231
222425,GB,Hunchun,Hunchun,7,5,,0,19820101,19880524
222426,GB,Antu,Antu,7,5,,0,19820101,19941231
222600,CM,Yongji diqu,Yongji diqu,0,0,,6,19820802,19830829
222700,CM,Dehui diqu,Dehui diqu,0,0,,6,19820802,19830829
229001,GB,Gongzhuling shi,Gongzhuling shi,9,3,C,9,19880101,19901231
229002,GB,Meihekou shi,Meihekou shi,9,3,C,9,19880101,19901231
229003,GB,Ji`an shi,Ji`an shi,9,3,CHA,9,19880316,19901231
229004,GB,Huadian shi,Huadian shi,9,3,CHA,9,19880525,19901231
229005,GB,Jiutai shi,Jiutai shi,9,3,CHA,9,19880830,19901231
230100,GB,Ha`erbin shi,Harbin shi,0,0,T,2,19910202,19941231
230100,GB,Ha`erbin shi,Harbin shi,0,0,T,2,19830903,19910201
230100,GB,Ha`erin shi,Harin shi,0,0,,4,19820101,19830902
230101,GB,Ha`erbin shixiaqu,Harbin shixiaqu,2,1,,0,19830903,19941231
230101,GB,Ha`erbin shixiaqu,Harbin shixiaqu,4,1,,0,19820101,19830902
230102,GB,Ha`erbin: Daoli qu,Harbin: Daoli qu,2,2,,0,19830903,19941231
230102,GB,Ha`erbin: Daoli qu,Harbin: Daoli qu,4,2,,0,19820101,19830902
230103,GB,Ha`erbin: Nangang qu,Harbin: Nangang qu,2,2,,0,19830903,19941231
230103,GB,Ha`erbin: Nangang qu,Harbin: Nangang qu,4,2,,0,19820101,19830902
230104,GB,Ha`erbin: Daowai qu,Harbin: Daowai qu,4,2,,0,19820101,19830902
230104,GB,Ha`erbin: Daowai qu,Harbin: Daowai qu,2,2,,0,19830903,19941231
230105,GB,Ha`erbin: Taiping qu,Harbin: Taiping qu,4,2,,0,19820101,19830902
230105,GB,Ha`erbin: Taiping qu,Harbin: Taiping qu,2,2,,0,19830903,19941231
230106,GB,Ha`erbin: Xiangfang qu,Harbin: Xiangfang qu,4,2,,0,19820101,19830902
230106,GB,Ha`erbin: Xiangfang qu,Harbin: Xiangfang qu,2,2,,0,19830903,19941231
230107,GB,Ha`erbin: Dongli qu,Harbin: Dongli qu,4,2,,0,19820101,19830902
230107,GB,Ha`erbin: Dongli qu,Harbin: Dongli qu,2,2,,0,19830903,19941231
230108,GB,Ha`erbin: Pingfang qu,Harbin: Pingfang qu,2,2,,0,19830903,19941231
230108,GB,Ha`erbin: Pingfang qu,Harbin: Pingfang qu,4,2,,0,19820101,19830902
230121,GB,Hulan,Hulan,2,5,CH,0,19830903,19941231
230122,GB,Acheng,Acheng,2,5,CH,0,19830903,19870223
230122,GB,Bin xian,Bin xian,2,5,CH,0,19910202,19941231
230123,GB,Yilan,Yilan,2,5,CH,0,19910202,19941231
230124,GB,Fangzheng,Fangzheng,2,5,CH,0,19910202,19941231
230181,GB,Acheng shi,Acheng shi,9,3,C,0,19910101,19941231
230200,GB,Qiqiha`er shi,Qiqihar shi,0,0,,5,19820101,19830902
230200,GB,Qiqiha`er shi,Qiqihar shi,0,0,T,3,19841215,19920820
230200,GB,Qiqiha`er shi,Qiqihar shi,0,0,T,3,19920821,19941231
230200,GB,Qiqiha`er shi,Qiqihar shi,0,0,T,3,19830903,19841214
230201,GB,Qiqiha`er shixiaqu,Qiqihar shixiaqu,5,1,,0,19820101,19830902
230201,GB,Qiqiha`er shixiaqu,Qiqihar shixiaqu,3,1,,0,19830903,19941231
230202,GB,Qiqiha`er: Longsha qu,Qiqihar: Longsha qu,5,2,,0,19820101,19830902
230202,GB,Qiqiha`er: Longsha qu,Qiqihar: Longsha qu,3,2,,0,19830903,19941231
